,province,totalpop,workageshare,year
857,32,1380399,0.705902424,2011
858,33,1452203,0.718066964,2011
859,34,1816057,0.713034888,2011
860,35,538853,0.738585477,2011
861,36,1127423,0.724200234,2011
862,37,372241,0.72971274,2011
863,38,407634,0.71520776,2011
864,39,502551,0.733666832,2011
865,40,1766066,0.738436163,2011
866,41,1548107,0.728671855,2011
867,42,624920,0.724870383,2011
868,43,509870,0.721238747,2011
869,44,939736,0.74272136,2011
870,45,1305058,0.741390804,2011
871,46,981655,0.742508315,2011
872,47,1123351,0.730029172,2011
873,48,704768,0.720536403,2011
874,49,340581,0.724553043,2011
875,50,1646144,0.704529494,2011
876,51,403952,0.752317107,2011
877,52,757534,0.752232903,2011
878,53,461040,0.728427035,2011
879,54,458750,0.755476839,2011
880,55,476612,0.742595654,2011
881,56,486472,0.763118946,2011
882,57,1198656,0.707136993,2011
883,58,244048,0.624635318,2011
884,60,1071686,0.714287581,2011
885,61,328034,0.711880476,2011
886,62,726009,0.718510377,2011
887,63,531018,0.636242086,2011
888,64,601504,0.73080977,2011
889,65,851357,0.732442442,2011
890,66,549688,0.722722708,2011
891,67,990807,0.723638408,2011
892,70,842684,0.71286271,2011
893,71,838914,0.675814207,2011
894,72,845053,0.71738104,2011
895,73,866064,0.732625995,2011
896,74,499098,0.720662074,2011
897,75,194086,0.718681409,2011
898,76,466079,0.716449357,2011
899,77,512568,0.713212686,2011
900,80,1526071,0.698261745,2011
901,81,438039,0.689415783,2011
902,82,254931,0.699385324,2011
903,83,353847,0.709416782,2011
904,84,1012064,0.702983211,2011
905,85,183849,0.645807157,2011
906,86,492182,0.70602135,2011
907,90,1367010,0.690117117,2011
908,91,301467,0.683753114,2011
909,92,626708,0.703215852,2011
910,93,511063,0.705361179,2011
911,94,663485,0.638471103,2011
912,95,493767,0.649061197,2011
913,96,747372,0.652927859,2011
914,10,5673560,0.727862577,2012
915,11,1223302,0.737726252,2012
916,12,1141673,0.737225107,2012
917,13,1033837,0.742197271,2012
918,14,793509,0.719621328,2012
919,15,283882,0.717794718,2012
920,16,758059,0.719403107,2012
921,17,213216,0.715832771,2012
922,18,333172,0.719682326,2012
923,19,625689,0.718339303,2012
924,20,1364002,0.717968889,2012
925,21,649275,0.714065689,2012
926,22,521812,0.72188451,2012
927,23,222855,0.692845124,2012
928,24,685721,0.715522786,2012
929,25,473770,0.715015725,2012
930,26,255174,0.72046917,2012
931,27,548342,0.713476261,2012
932,30,2601167,0.723639428,2012
933,31,1566740,0.710996719,2012
934,32,1386277,0.707736621,2012
935,33,1458370,0.72027949,2012
936,34,1826920,0.71628807,2012
937,35,540267,0.740108132,2012
938,36,1133034,0.724859095,2012
939,37,373494,0.732201856,2012
940,38,412613,0.715961446,2012
941,39,505071,0.73533028,2012
942,40,1774816,0.73894984,2012
943,41,1557298,0.730293752,2012
944,42,629787,0.724716452,2012
945,43,512439,0.723699796,2012
946,44,945149,0.743912336,2012
947,45,1308570,0.74300496,2012
948,46,985084,0.743261488,2012
949,47,1129174,0.731462999,2012
950,48,708350,0.72246206,2012
951,49,342868,0.72611034,2012
952,50,1655642,0.706739138,2012
953,51,404673,0.754174358,2012
954,52,756811,0.75520044,2012
955,53,461294,0.73002467,2012
956,54,457607,0.757256773,2012
957,55,477673,0.745585369,2012
958,56,488120,0.766389412,2012
959,57,1200423,0.710565359,2012
960,58,244356,0.631631718,2012
961,60,1073347,0.71527847,2012
962,61,328950,0.713485332,2012
963,62,727555,0.720278192,2012
964,63,526045,0.652522123,2012
965,64,602601,0.732340305,2012
966,65,854372,0.733493139,2012
967,66,549395,0.724444161,2012
968,67,993702,0.725122824,2012
969,70,846631,0.715329347,2012
970,71,838269,0.682102046,2012
971,72,847308,0.719774863,2012
972,73,874616,0.734500627,2012
973,74,508812,0.719224389,2012
974,75,194042,0.719839004,2012
975,76,468874,0.718401959,2012
976,77,517050,0.713840054,2012
977,80,1534887,0.700568185,2012
978,81,444967,0.691129904,2012
979,82,257493,0.701902576,2012
980,83,360905,0.708178052,2012
981,84,1023288,0.703418783,2012
982,85,182648,0.65892865,2012
983,86,495310,0.708844966,2012
984,90,1378574,0.692123165,2012
985,91,305879,0.684983278,2012
986,92,631920,0.70616692,2012
987,93,514492,0.706535767,2012
988,94,671615,0.642257841,2012
989,95,500814,0.651792881,2012
990,96,757397,0.656450976,2012
991,10,5686252,0.725138808,2013
992,11,1241610,0.73514147,2013
993,12,1156271,0.735070758,2013
994,13,1053158,0.73979118,2013
995,14,797970,0.717034475,2013
996,15,283732,0.713567733,2013
997,16,757970,0.716896447,2013
998,17,212690,0.710235554,2013
999,18,332769,0.715192821,2013
1000,19,629216,0.716958882,2013
1001,20,1390354,0.715407011,2013
1002,21,661220,0.712901909,2013
1003,22,524260,0.718897112,2013
1004,23,224010,0.691268247,2013
1005,24,690226,0.712484027,2013
1006,25,476167,0.713071254,2013
1007,26,256085,0.716094266,2013
1008,27,550937,0.711938026,2013
1009,30,2610164,0.720881906,2013
1010,31,1573438,0.709929467,2013
1011,32,1388194,0.707677745,2013
1012,33,1462028,0.720539552,2013
1013,34,1836523,0.717128509,2013
1014,35,540383,0.739020287,2013
1015,36,1135723,0.72236364,2013
1016,37,374698,0.732672712,2013
1017,38,416236,0.715718967,2013
1018,39,507137,0.735462015,2013
1019,40,1781655,0.737078166,2013
1020,41,1563964,0.730266809,2013
1021,42,632205,0.723002823,2013
1022,43,514943,0.724031592,2013
1023,44,955644,0.743985208,2013
1024,45,1308958,0.741966511,2013
1025,46,984030,0.741041432,2013
1026,47,1134322,0.732087538,2013
1027,48,710860,0.723719157,2013
1028,49,344302,0.727823248,2013
1029,50,1666888,0.704567433,2013
1030,51,405268,0.752667371,2013
1031,52,754862,0.754667741,2013
1032,53,460995,0.728029588,2013
1033,54,456074,0.755747971,2013
1034,55,477912,0.747043389,2013
1035,56,486744,0.765562596,2013
1036,57,1204660,0.710827951,2013
1037,58,246549,0.631537747,2013
1038,60,1073142,0.711127698,2013
1039,61,329536,0.71046259,2013
1040,62,728631,0.716269278,2013
1041,63,532353,0.65124269,2013
1042,64,602713,0.728620421,2013
1043,65,856376,0.73057045,2013
1044,66,548855,0.720529101,2013
1045,67,994397,0.7212029,2013
1046,70,850162,0.711534978,2013
1047,71,842882,0.678976417,2013
1048,72,848066,0.714649567,2013
1049,73,882184,0.730580015,2013
1050,74,519457,0.711889531,2013
1051,75,194116,0.714227575,2013
1052,76,471087,0.716114009,2013
1053,77,520271,0.709409135,2013
1054,80,1541843,0.697592427,2013
1055,81,450890,0.690529841,2013
1056,82,259420,0.699757151,2013
1057,83,369522,0.702345192,2013
1058,84,1031812,0.701691781,2013
1059,85,174776,0.694981004,2013
1060,86,498294,0.707076545,2013
1061,90,1389890,0.690015757,2013
1062,91,309793,0.682539631,2013
1063,92,636043,0.704570288,2013
1064,93,518021,0.702913588,2013
1065,94,678838,0.642010318,2013
1066,95,506138,0.649637056,2013
1067,96,766145,0.65617344,2013
1068,10,5692284,0.722953914,2014
1069,11,1261530,0.733992057,2014
1070,12,1173870,0.733896428,2014
1071,13,1074058,0.738901437,2014
1072,14,803599,0.716399597,2014
1073,15,283568,0.712167805,2014
1074,16,758406,0.71631158,2014
1075,17,212158,0.708792504,2014
1076,18,332283,0.713003675,2014
1077,19,633460,0.716457235,2014
1078,20,1421425,0.71432682,2014
1079,21,674393,0.713140558,2014
1080,22,527350,0.718196644,2014
1081,23,224730,0.691287323,2014
1082,24,695478,0.711550905,2014
1083,25,479314,0.712712335,2014
1084,26,257300,0.712261951,2014
1085,27,552187,0.713879537,2014
1086,30,2620517,0.72002891,2014
1087,31,1579248,0.71018928,2014
1088,32,1391636,0.707762662,2014
1089,33,1465213,0.721031004,2014
1090,34,1844669,0.718051856,2014
1091,35,540211,0.738955704,2014
1092,36,1137049,0.72116593,2014
1093,37,375380,0.732918642,2014
1094,38,418566,0.716606222,2014
1095,39,508864,0.735522654,2014
1096,40,1790049,0.735982088,2014
1097,41,1570300,0.730068777,2014
1098,42,634513,0.721997816,2014
1099,43,517260,0.72445192,2014
1100,44,960588,0.743867298,2014
1101,45,1308318,0.741403084,2014
1102,46,984907,0.740050583,2014
1103,47,1138609,0.732838929,2014
1104,48,713341,0.725216972,2014
1105,49,346016,0.728336262,2014
1106,50,1678284,0.701474244,2014
1107,51,405468,0.74896416,2014
1108,52,753013,0.752911304,2014
1109,53,460400,0.727943093,2014
1110,54,454083,0.753743258,2014
1111,55,478264,0.746472659,2014
1112,56,484454,0.764033324,2014
1113,57,1207699,0.710382306,2014
1114,58,248178,0.632682994,2014
1115,60,1072756,0.710093442,2014
1116,61,330179,0.709506056,2014
1117,62,729522,0.715049032,2014
1118,63,539553,0.650290148,2014
1119,64,602460,0.727170269,2014
1120,65,858988,0.729007856,2014
1121,66,547543,0.719435734,2014
1122,67,995807,0.72067981,2014
1123,70,853217,0.709473674,2014
1124,71,848198,0.677615368,2014
1125,72,849053,0.712551513,2014
1126,73,891071,0.729167485,2014
1127,74,531887,0.705162939,2014
1128,75,194189,0.712275155,2014
1129,76,474192,0.714881314,2014
1130,77,525107,0.707233002,2014
1131,80,1548028,0.697110776,2014
1132,81,456811,0.690878722,2014
1133,82,261370,0.698373953,2014
1134,83,378364,0.699043778,2014
1135,84,1040230,0.700950751,2014
1136,85,177089,0.692679952,2014
1137,86,500575,0.707104829,2014
1138,90,1401303,0.689127905,2014
1139,91,312673,0.682534149,2014
1140,92,638746,0.704666644,2014
1141,93,520419,0.701479001,2014
1142,94,686186,0.643447986,2014
1143,95,511911,0.649745757,2014
1144,96,774799,0.657198835,2014
1145,10,5696409,0.720497949,2015
1146,11,1279310,0.731656909,2015
1147,12,1193711,0.731664532,2015
1148,13,1094249,0.737068985,2015
1149,14,808360,0.714982186,2015
1150,15,283173,0.710191296,2015
1151,16,758655,0.715827352,2015
1152,17,211426,0.705741016,2015
1153,18,331655,0.70951139,2015
1154,19,637673,0.715374494,2015
1155,20,1455039,0.71230668,2015
1156,21,688999,0.711329044,2015
1157,22,531037,0.715654465,2015
1158,23,229435,0.679390677,2015
1159,24,700902,0.709435841,2015
1160,25,482195,0.711973372,2015
1161,26,258577,0.713334906,2015
1162,27,556922,0.710040185,2015
1163,30,2628818,0.7187466,2015
1164,31,1584661,0.709831314,2015
1165,32,1395024,0.707724742,2015
1166,33,1468798,0.720909206,2015
1167,34,1857429,0.716450535,2015
1168,35,540182,0.738397429,2015
1169,36,1138252,0.719839719,2015
1170,37,376382,0.732043509,2015
1171,38,420647,0.717473321,2015
1172,39,510074,0.734850237,2015
1173,40,1798014,0.734900284,2015
1174,41,1575152,0.730173342,2015
1175,42,638819,0.717913838,2015
1176,43,519580,0.723696062,2015
1177,44,964596,0.742859187,2015
1178,45,1308166,0.739595739,2015
1179,46,985203,0.739004043,2015
1180,47,1142737,0.733259709,2015
1181,48,715399,0.725950134,2015
1182,49,348101,0.726938446,2015
1183,50,1728242,0.682173561,2015
1184,51,406385,0.742591385,2015
1185,52,752356,0.749086868,2015
1186,53,459768,0.726377216,2015
1187,54,452346,0.750737267,2015
1188,55,479518,0.744460062,2015
1189,56,482645,0.759319997,2015
1190,57,1277950,0.67144411,2015
1191,58,273764,0.578721088,2015
1192,60,1071942,0.708022449,2015
1193,61,330906,0.706771712,2015
1194,62,730158,0.712884061,2015
1195,63,618382,0.573735975,2015
1196,64,601712,0.724439599,2015
1197,65,863404,0.727346642,2015
1198,66,545957,0.716768903,2015
1199,67,996986,0.71929997,2015
1200,70,867883,0.697744973,2015
1201,71,882146,0.654528842,2015
1202,72,849699,0.710272697,2015
1203,73,899342,0.726665718,2015
1204,74,545454,0.695743362,2015
1205,75,194376,0.709470305,2015
1206,76,478589,0.710716293,2015
1207,77,534719,0.698937199,2015
1208,80,1552530,0.69632342,2015
1209,81,462101,0.690833822,2015
1210,82,264074,0.693805524,2015
1211,83,386605,0.697218091,2015
1212,84,1046772,0.699733084,2015
1213,85,187536,0.661723616,2015
1214,86,505830,0.704774331,2015
1215,90,1410577,0.688365116,2015
1216,91,315923,0.682422616,2015
1217,92,640793,0.704953082,2015
1218,93,522723,0.699829546,2015
1219,94,694023,0.643640052,2015
1220,95,518139,0.650744298,2015
1221,96,783082,0.659053586,2015
1222,10,5686646,0.718576644,2016
1223,11,1293553,0.730168768,2016
1224,12,1211924,0.730831306,2016
1225,13,1111376,0.73594625,2016
1226,14,810320,0.715265574,2016
1227,15,282404,0.708704551,2016
1228,16,757321,0.715017806,2016
1229,17,210588,0.70351587,2016
1230,18,330431,0.70658322,2016
1231,19,640065,0.714469624,2016
1232,20,1483049,0.712226636,2016
1233,21,700223,0.710856399,2016
1234,22,532466,0.715270083,2016
1235,23,229437,0.678656886,2016
1236,24,704399,0.709152057,2016
1237,25,484829,0.712529572,2016
1238,26,258358,0.711911379,2016
1239,27,559017,0.710574097,2016
1240,30,2631435,0.718866322,2016
1241,31,1587897,0.710615991,2016
1242,32,1395567,0.708089973,2016
1243,33,1470341,0.72085659,2016
1244,34,1862965,0.71671019,2016
1245,35,539815,0.737482286,2016
1246,36,1138199,0.71888747,2016
1247,37,377120,0.731181056,2016
1248,38,421625,0.717886748,2016
1249,39,510734,0.734323542,2016
1250,40,1801753,0.733565589,2016
1251,41,1578783,0.72994072,2016
1252,42,639801,0.716586876,2016
1253,43,520363,0.72377744,2016
1254,44,963484,0.740870632,2016
1255,45,1307982,0.738123308,2016
1256,46,985232,0.737886102,2016
1257,47,1145949,0.732869438,2016
1258,48,716873,0.726205339,2016
1259,49,349474,0.725699194,2016
1260,50,1735762,0.679158203,2016
1261,51,405999,0.738802312,2016
1262,52,748850,0.746463244,2016
1263,53,458197,0.724437305,2016
1264,54,449810,0.747709033,2016
1265,55,479916,0.741967344,2016
1266,56,479188,0.754918738,2016
1267,57,1282544,0.668225807,2016
1268,58,275884,0.580015514,2016
1269,60,1066455,0.70693747,2016
1270,61,330299,0.705436589,2016
1271,62,729542,0.711923371,2016
1272,63,631965,0.569082149,2016
1273,64,600231,0.72230358,2016
1274,65,865759,0.726255228,2016
1275,66,543482,0.714748603,2016
1276,67,995223,0.717968737,2016
1277,70,869823,0.696469282,2016
1278,71,885112,0.653525204,2016
1279,72,848567,0.708604035,2016
1280,73,905008,0.724591385,2016
1281,74,556719,0.689353157,2016
1282,75,194069,0.706439462,2016
1283,76,480652,0.709261586,2016
1284,77,539534,0.698710369,2016
1285,80,1554432,0.696785064,2016
1286,81,465931,0.691986582,2016
1287,82,265579,0.692931294,2016
1288,83,394169,0.694821257,2016
1289,84,1050913,0.699894282,2016
1290,85,189154,0.663358956,2016
1291,86,507604,0.70478759,2016
1292,90,1417440,0.689011175,2016
1293,91,317612,0.683850106,2016
1294,92,641684,0.706159106,2016
1295,93,523723,0.700043725,2016
1296,94,700961,0.645512375,2016
1297,95,522279,0.653095376,2016
1298,96,789681,0.660921309,2016
1299,10,5682415,0.715057946,2017
1300,11,1310766,0.72759211,2017
1301,12,1229735,0.727941386,2017
1302,13,1129115,0.73417411,2017
1303,14,813852,0.714325209,2017
1304,15,281187,0.705971471,2017
1305,16,757273,0.71306649,2017
1306,17,210088,0.700701611,2017
1307,18,329722,0.703677644,2017
1308,19,642040,0.713553673,2017
1309,20,1509125,0.709523731,2017
1310,21,711236,0.711448802,2017
1311,22,534459,0.713128603,2017
1312,23,229649,0.678923052,2017
1313,24,709889,0.707664156,2017
1314,25,487544,0.711267086,2017
1315,26,259342,0.708581718,2017
1316,27,561938,0.708975011,2017
1317,30,2639226,0.717809312,2017
1318,31,1591905,0.709931183,2017
1319,32,1397180,0.707549493,2017
1320,33,1472031,0.720269478,2017
1321,34,1869633,0.716889357,2017
1322,35,539542,0.736202186,2017
1323,36,1139356,0.717124411,2017
1324,37,378107,0.730079052,2017
1325,38,423032,0.718557934,2017
1326,39,511641,0.733438094,2017
1327,40,1805910,0.731516521,2017
1328,41,1583092,0.729415599,2017
1329,42,641666,0.714204898,2017
1330,43,521886,0.723169428,2017
1331,44,963072,0.738571986,2017
1332,45,1307911,0.736272575,2017
1333,46,986005,0.736407016,2017
1334,47,1149472,0.732096128,2017
1335,48,718028,0.726478633,2017
1336,49,350782,0.72399382,2017
1337,50,1746840,0.675334318,2017
1338,51,405918,0.734579398,2017
1339,52,746547,0.742972646,2017
1340,53,457092,0.72166216,2017
1341,54,447564,0.744242164,2017
1342,55,479838,0.738957732,2017
1343,56,477100,0.749551457,2017
1344,57,1287615,0.665086225,2017
1345,58,279088,0.581038955,2017
1346,60,1065334,0.704380035,2017
1347,61,329942,0.70294476,2017
1348,62,729133,0.709830717,2017
1349,63,644267,0.56509025,2017
1350,64,599319,0.719283053,2017
1351,65,865368,0.722876279,2017
1352,66,541868,0.71193907,2017
1353,67,995331,0.716119562,2017
1354,70,871714,0.693526776,2017
1355,71,887979,0.651282294,2017
1356,72,852003,0.705471694,2017
1357,73,911492,0.721749615,2017
1358,74,568465,0.682560932,2017
1359,75,193902,0.70341719,2017
1360,76,482375,0.706688779,2017
1361,77,543979,0.696798957,2017
1362,80,1557482,0.696248175,2017
1363,81,469769,0.692178496,2017
1364,82,267491,0.690875581,2017
1365,83,402017,0.692547828,2017
1366,84,1057581,0.699327995,2017
1367,85,190399,0.661127422,2017
1368,86,509650,0.704395173,2017
1369,90,1424230,0.688534857,2017
1370,91,319700,0.684219581,2017
1371,92,643072,0.705832317,2017
1372,93,524857,0.698820822,2017
1373,94,709796,0.647197223,2017
1374,95,527295,0.654354773,2017
1375,96,796239,0.660895786,2017
1376,10,5676648,0.71182853,2018
1377,11,1326608,0.725533843,2018
1378,12,1246295,0.725909997,2018
1379,13,1146092,0.733038011,2018
1380,14,817441,0.71297378,2018
1381,15,280840,0.703208232,2018
1382,16,758733,0.711583653,2018
1383,17,209377,0.697784379,2018
1384,18,328263,0.700209893,2018
1385,19,645024,0.712624647,2018
1386,20,1535445,0.708406358,2018
1387,21,723316,0.711325341,2018
1388,22,536496,0.71070241,2018
1389,23,229914,0.677622937,2018
1390,24,715009,0.706722573,2018
1391,25,491640,0.710143601,2018
1392,26,260093,0.705220825,2018
1393,27,564092,0.707826028,2018
1394,30,2646401,0.716569031,2018
1395,31,1594850,0.709160109,2018
1396,32,1397857,0.706495729,2018
1397,33,1473011,0.719270936,2018
1398,34,1874548,0.716753052,2018
1399,35,538729,0.735456974,2018
1400,36,1138777,0.715472827,2018
1401,37,378621,0.728704958,2018
1402,38,423940,0.718733783,2018
1403,39,512117,0.732197916,2018
1404,40,1805895,0.729215707,2018
1405,41,1586666,0.728441903,2018
1406,42,642773,0.712503481,2018
1407,43,522103,0.722345974,2018
1408,44,963047,0.736417849,2018
1409,45,1307208,0.734336846,2018
1410,46,985346,0.735192511,2018
1411,47,1152282,0.731883341,2018
1412,48,718786,0.726626562,2018
1413,49,352282,0.722636978,2018
1414,50,1763742,0.669033226,2018
1415,51,405955,0.729016763,2018
1416,52,742883,0.738265649,2018
1417,53,455403,0.719626353,2018
1418,54,445090,0.739675122,2018
1419,55,478989,0.735223565,2018
1420,56,475215,0.743657082,2018
1421,57,1292130,0.660414974,2018
1422,58,282566,0.582348903,2018
1423,60,1063964,0.702003075,2018
1424,61,329433,0.700373065,2018
1425,62,727807,0.708169886,2018
1426,63,654676,0.562841772,2018
1427,64,597257,0.71614732,2018
1428,65,866891,0.720107834,2018
1429,66,539374,0.709090538,2018
1430,67,994540,0.714789752,2018
1431,70,873518,0.691582772,2018
1432,71,893151,0.650910092,2018
1433,72,848720,0.703312046,2018
1434,73,917053,0.718995522,2018
1435,74,577964,0.6788537,2018
1436,75,193791,0.700130553,2018
1437,76,484294,0.705247226,2018
1438,77,548815,0.696356696,2018
1439,80,1560433,0.695427487,2018
1440,81,473738,0.69315951,2018
1441,82,268240,0.689725619,2018
1442,83,410211,0.691090683,2018
1443,84,1063501,0.69763169,2018
1444,85,191868,0.657691746,2018
1445,86,510963,0.703058734,2018
1446,90,1432628,0.687972733,2018
1447,91,321574,0.684607586,2018
1448,92,643116,0.70470957,2018
1449,93,525044,0.696781603,2018
1450,94,718077,0.647521088,2018
1451,95,532326,0.654266371,2018
1452,96,802474,0.661363483,2018
